log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
04.03.2025,250400147,2025-04-03 15:39:21,911 INVEST,4095 FRUIT ST # 132,911 Investigation,2025-04-03,Other
04.03.2025,250400150,2025-04-03 16:27:41,487 PC,3640 D ST; LA VERNE LIBRARY,Grand Theft,2025-04-03,Grand Theft
04.03.2025,250400152,2025-04-03 16:38:44,DISTURB PERSON,ARROW HWY & WHITE AVE,Disturbance - Person,2025-04-03,Disturbance
04.03.2025,250400153,2025-04-03 16:44:57,CITIZEN ASST,2063 EVERGREEN ST; LOBBY,Citizen Assist,2025-04-03,Welfare/Assist
04.03.2025,250400155,2025-04-03 17:36:25,SPEEDING VEH,WHEELER AVE & BASELINE RD,Speeding Vehicle,2025-04-03,Traffic Enforcement
04.03.2025,250400157,2025-04-03 19:23:16,FOUND PROP,7343 EL NIDO,Found Property,2025-04-03,Property
04.03.2025,250400156,2025-04-03 20:02:10,TRAFFIC HAZARD,FOOTHILL BLVD & FRUIT ST,Traffic Hazard,2025-04-03,Traffic Enforcement
04.03.2025,250400159,2025-04-03 21:11:35,PETTY THEFT,2340 FOOTHILL BLVD; MARSHALLS,Petty Theft,2025-04-03,Petty Theft
04.03.2025,250400160,2025-04-03 21:46:24,LA VERNE MUNI,3635 FRUIT ST,La Verne Municipal Code Violation,2025-04-03,Other
04.03.2025,250400161,2025-04-03 21:56:03,TRAFFIC STOP,3102 D ST; BONITA HIGH SCHOOL,Traffic Stop,2025-04-03,Traffic Stop
04.03.2025,250400162,2025-04-03 21:56:56,TRAFFIC STOP,1600 FOOTHILL BLVD; VONS,Traffic Stop,2025-04-03,Traffic Stop
04.03.2025,250400163,2025-04-03 22:24:02,DISTURB MUSIC,2136 THIRD ST; TABERNA INC,Disturbance - Music,2025-04-03,Disturbance
04.03.2025,250400164,2025-04-03 22:54:42,TRAFFIC STOP,ARROW HWY & E ST,Traffic Stop,2025-04-03,Traffic Stop
04.03.2025,250400165,2025-04-03 23:03:15,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-04-03,Traffic Stop
04.03.2025,250400166,2025-04-03 23:30:17,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-04-03,Traffic Stop
04.03.2025,250400167,2025-04-03 23:55:02,TRAFFIC STOP,ARROW / ARTESIA,Traffic Stop,2025-04-03,Traffic Stop
04.03.2026,260400119,2026-04-03 00:29:46,PDOBS,DURWARD WAY & D ST,Police Department Observed Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400120,2026-04-03 00:38:48,PDOBS,2445 FOOTHILL BLVD #A; CAFE X20,Police Department Observed Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400121,2026-04-03 00:45:17,CITIZEN ASST,2061 THIRD ST; LVPD,Citizen Assist,2026-04-03,Welfare/Assist
04.03.2026,260400122,2026-04-03 01:11:04,HAIL BY CITIZEN,ARROW HWY & WHEELER AVE,Hailed by Citizen,2026-04-03,Welfare/Assist
04.03.2026,260400123,2026-04-03 01:21:53,PDOBS,2123 FOOTHILL BLVD #B; SHOGUN,Police Department Observed Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400125,2026-04-03 02:30:51,SUSP SUBJ,PEYTON RD & B ST,Suspicious Subjects,2026-04-03,Suspicious Subjects
04.03.2026,260400126,2026-04-03 03:02:37,PDOBS,1479 FOOTHILL BLVD; CVS,Police Department Observed Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400128,2026-04-03 03:10:46,TRAFFIC STOP,FOOTHILL BLVD & WHEELER AVE,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400129,2026-04-03 04:01:16,TRAFFIC STOP,2462 FOOTHILL BLVD; TARGET,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400131,2026-04-03 04:38:19,TRAFFIC STOP,FOOTHILL BLVD & DAMIEN AVE,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400134,2026-04-03 09:00:42,KEEP THE PEACE,7186 VISTA DE ORO,Keep the Peace,2026-04-03,Welfare/Assist
04.03.2026,260400133,2026-04-03 09:13:12,TRAFFIC STOP,FOOTHILL BLVD & BRADFORD ST,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400137,2026-04-03 09:30:51,TRAFFIC STOP,ARROW HWY & WHITE AVE,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400138,2026-04-03 09:33:39,AREA CHECK,2451 FOOTHILL BLVD #B; MY GYM,Area Check,2026-04-03,Other
04.03.2026,260400139,2026-04-03 09:42:36,DISTURB PERSON,3680 D ST; COMMUNITY CENTER,Disturbance - Person,2026-04-03,Disturbance
04.03.2026,260400141,2026-04-03 10:04:05,KEEP THE PEACE,7186 VISTA DE ORO,Keep the Peace,2026-04-03,Welfare/Assist
04.03.2026,260400140,2026-04-03 10:36:05,TRAFFIC STOP,JUANITA AND FORDLAND,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400142,2026-04-03 10:39:26,SUSP CIRCS,2602 PATTIGLEN AVE,Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400143,2026-04-03 10:57:45,ILLEGAL PARKER,COLLEGE LN & WHITE AVE,Illegal Parking,2026-04-03,Parking
04.03.2026,260400144,2026-04-03 11:00:36,CODE H SUBJ,FOOTHILL BLVD & D ST,5150 Welfare and Institutions Code Subject,2026-04-03,Welfare/Assist
04.03.2026,260400145,2026-04-03 11:09:24,SUSP SUBJ,2229 FOOTHILL BLVD #100; KOHLS,Suspicious Subjects,2026-04-03,Suspicious Subjects
04.03.2026,260400146,2026-04-03 11:40:59,ILLEGAL PARKER,SIXTH ST & F ST,Illegal Parking,2026-04-03,Parking
04.03.2026,260400148,2026-04-03 12:30:45,911 INVEST,2620 MOUNTAIN VIEW DR,911 Investigation,2026-04-03,Other
04.03.2026,260400149,2026-04-03 12:40:36,TRAFFIC STOP,2175 FOOTHILL BLVD,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400150,2026-04-03 12:57:17,ILLEGAL PARKER,ESTHER AVE & FIFTH ST,Illegal Parking,2026-04-03,Parking
04.03.2026,260400151,2026-04-03 13:14:11,TRAFFIC STOP,WHITE AVE & DURWARD WAY,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400152,2026-04-03 13:19:13,TRAFFIC STOP,FAIRPLEX DR & PUDDINGSTONE DR; N OF,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400153,2026-04-03 13:37:28,TRAFFIC STOP,1600 WHITE AVE; GATE 12,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400154,2026-04-03 13:51:10,TRAFFIC STOP,D ST & ARROW HWY,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400156,2026-04-03 14:31:54,TC HR NON INJ,FIFTH ST & D ST,Traffic Collision Hit and Run - Non Injuries,2026-04-03,Traffic Collision
04.03.2026,260400157,2026-04-03 14:48:10,TRAFFIC ENFORCE,ARROW HWY & PARK AVE,Traffic Enforcement,2026-04-03,Traffic Enforcement
04.03.2026,260400159,2026-04-03 15:11:02,CITIZEN ASST,3470 DUNE LN; LOBBY,Citizen Assist,2026-04-03,Welfare/Assist
04.03.2026,260400162,2026-04-03 17:13:28,ILLEGAL PARKER,BUTTERFIELD AVE & PEYTON RD,Illegal Parking,2026-04-03,Parking
04.03.2026,260400163,2026-04-03 17:32:05,AREA CHECK,DURWARD WAY & D ST,Area Check,2026-04-03,Other
04.03.2026,260400165,2026-04-03 18:06:38,AREA CHECK,2462 FOOTHILL BLVD; TARGET,Area Check,2026-04-03,Other
04.03.2026,260400167,2026-04-03 19:17:59,AREA CHECK,2061 WRIGHT AVE,Area Check,2026-04-03,Other
04.03.2026,260400168,2026-04-03 20:25:55,SOLICITOR,B ST & SIXTH ST,Solicitor,2026-04-03,Trespass/Solicitor
04.03.2026,260400169,2026-04-03 21:17:15,PDOBS,FULTON RD & ROOSEVELT ST,Police Department Observed Suspicious Circumstances,2026-04-03,Suspicious Circumstances
04.03.2026,260400170,2026-04-03 21:21:47,TRAFFIC STOP,FOOTHILL BLVD & CHELSEA DR,Traffic Stop,2026-04-03,Traffic Stop
04.03.2026,260400171,2026-04-03 21:26:00,DISTURB PERSON,2136 THIRD ST; TABERNA INC,Disturbance - Person,2026-04-03,Disturbance
04.03.2026,260400173,2026-04-03 22:04:34,DISTURB NOISE,6025 PRAIRIE FALCON DR,Disturbance - Noise,2026-04-03,Disturbance
04.03.2026,260400174,2026-04-03 22:49:42,CODE H SUBJ,BONITA AVE & E ST,5150 Welfare and Institutions Code Subject,2026-04-03,Welfare/Assist
04.03.2026,260400175,2026-04-03 23:30:28,AREA CHECK,THIRD ST & BLOSSOM LN,Area Check,2026-04-03,Other
04.04.2025,250400168,2025-04-04 00:06:38,DISTURB SUBJS,2108 BLOSSOM LN,Disturbance - Subjects,2025-04-04,Disturbance
04.04.2025,250400170,2025-04-04 00:44:19,CITIZEN ASST,2108 BLOSSOM LN,Citizen Assist,2025-04-04,Welfare/Assist
04.04.2025,250400171,2025-04-04 01:06:57,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400173,2025-04-04 01:35:17,TRAFFIC STOP,BONITA AVE & WHEELER AVE,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400174,2025-04-04 01:49:47,TRAFFIC STOP,DAMIEN AVE & ALESSANDRO AVE,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400175,2025-04-04 02:01:22,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400176,2025-04-04 02:09:21,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400182,2025-04-04 07:33:24,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400184,2025-04-04 07:51:44,TRAFFIC HAZARD,1640 WHITE AVE; PUBLIC STORAGE,Traffic Hazard,2025-04-04,Traffic Enforcement
04.04.2025,250400185,2025-04-04 08:00:12,TRAFFIC STOP,ARROW HWY & E ST,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400193,2025-04-04 09:20:24,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400194,2025-04-04 09:20:38,PROWLER,959 BASELINE RD,Prowler,2025-04-04,Other
04.04.2025,250400198,2025-04-04 10:07:23,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400199,2025-04-04 10:08:38,CODE H SUBJ,2229 FOOTHILL BLVD # 100; KOHLS,5150 Welfare and Institutions Code Subject,2025-04-04,Welfare/Assist
04.04.2025,250400201,2025-04-04 10:21:39,SUSP VEHICLE,348 SUN ROSE ST,Suspicious Vehicle,2025-04-04,Suspicious Vehicle
04.04.2025,250400205,2025-04-04 11:26:16,TRAFFIC STOP,WHEELER AVE & ARROW HWY,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400208,2025-04-04 12:34:28,CITIZEN ASST,2337 E ST; lobby,Citizen Assist,2025-04-04,Welfare/Assist
04.04.2025,250400209,2025-04-04 12:38:48,WELFARE CHECK,1600 FOOTHILL BLVD; VONS,Welfare Check,2025-04-04,Welfare/Assist
04.04.2025,250400211,2025-04-04 13:49:39,BURGLARY IP/JO,2108 BLOSSOM LN,Burglary In Progress / Just Occurred,2025-04-04,Burglary
04.04.2025,250400212,2025-04-04 14:43:24,IDENTITY THEFT,2304 EAGLE DR; LOBBY,Identity Theft,2025-04-04,Theft
04.04.2025,250400219,2025-04-04 14:52:20,CITIZEN ASST,4551 TYE CIR,Citizen Assist,2025-04-04,Welfare/Assist
04.04.2025,250400213,2025-04-04 15:27:37,SUSP CIRCS,2272 SECOND ST,Suspicious Circumstances,2025-04-04,Suspicious Circumstances
04.04.2025,250400215,2025-04-04 15:53:42,WELFARE CHECK,ARROW HWY & WHEELER AVE,Welfare Check,2025-04-04,Welfare/Assist
04.04.2025,250400216,2025-04-04 16:04:22,WELFARE CHECK,ARROW HWY & FAIRPLEX DR,Welfare Check,2025-04-04,Welfare/Assist
04.04.2025,250400217,2025-04-04 16:04:53,DISTURB SUBJS,2108 BLOSSOM LN,Disturbance - Subjects,2025-04-04,Disturbance
04.04.2025,250400218,2025-04-04 16:40:10,SUSP SUBJ,2333 FOOTHILL BLVD; POMONA VALLEY HEALTH CENTER,Suspicious Subjects,2025-04-04,Suspicious Subjects
04.04.2025,250400220,2025-04-04 17:17:19,WELFARE CHECK,2280 DAMIEN AVE; DAMIEN HIGH,Welfare Check,2025-04-04,Welfare/Assist
04.04.2025,250400221,2025-04-04 18:44:36,WELFARE CHECK,1465 FOOTHILL BLVD; RED DEVIL PIZZA,Welfare Check,2025-04-04,Welfare/Assist
04.04.2025,250400222,2025-04-04 19:10:57,TRAFFIC STOP,WHITE AVE & COLLEGE LN,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400223,2025-04-04 19:47:16,TRAFFIC STOP,ARROW HWY & WHEELER AVE,Traffic Stop,2025-04-04,Traffic Stop
04.04.2025,250400224,2025-04-04 19:54:59,TC NON INJURY,LANDEROS AVE & BASELINE RD,Traffic Collision - Non Injury,2025-04-04,Traffic Collision
04.04.2025,250400225,2025-04-04 20:09:39,911 INVEST,WHEELER AVE & FOOTHILL BLVD,911 Investigation,2025-04-04,Other
04.04.2025,250400227,2025-04-04 20:55:16,DISTURB PERSON,2462 FOOTHILL BLVD; TARGET,Disturbance - Person,2025-04-04,Disturbance
04.04.2025,250400229,2025-04-04 22:05:11,AREA CHECK,2540 PRICE DR,Area Check,2025-04-04,Other
04.04.2026,260400177,2026-04-04 00:33:16,PPI,3881 CHELSEA DR,Impounded Vehicle Private Party,2026-04-04,Impound
04.04.2026,260400178,2026-04-04 01:07:53,PDOBS,2462 FOOTHILL BLVD; TARGET,Police Department Observed Suspicious Circumstances,2026-04-04,Suspicious Circumstances
04.04.2026,260400180,2026-04-04 01:30:00,911 INVEST,FOOTHILL BLVD & FALCON ST,911 Investigation,2026-04-04,Other
04.04.2026,260400185,2026-04-04 02:53:43,PDOBS,EMERALD AVE & FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2026-04-04,Suspicious Circumstances
04.04.2026,260400186,2026-04-04 03:10:41,PDOBS,FOOTHILL BLVD & BASELINE RD,Police Department Observed Suspicious Circumstances,2026-04-04,Suspicious Circumstances
04.04.2026,260400188,2026-04-04 05:27:42,CODE H SUBJ,3563 D ST; LA VERNE WOODS APTS,5150 Welfare and Institutions Code Subject,2026-04-04,Welfare/Assist
04.04.2026,260400189,2026-04-04 06:52:29,911 INVEST,2555 SIXTH ST; LA VERNE MANOR,911 Investigation,2026-04-04,Other
04.04.2026,260400193,2026-04-04 08:22:07,TRAFFIC STOP,WHEELER AVE & ARROW HWY,Traffic Stop,2026-04-04,Traffic Stop
04.04.2026,260400194,2026-04-04 08:26:00,PDOBS,EIGHTH ST & WHITE AVE,Police Department Observed Suspicious Circumstances,2026-04-04,Suspicious Circumstances
04.04.2026,260400195,2026-04-04 08:46:13,SUSP SUBJ,1849 THIRD ST,Suspicious Subjects,2026-04-04,Suspicious Subjects
04.04.2026,260400196,2026-04-04 08:58:47,AREA CHECK,2090 FOOTHILL BLVD; STATER BROS,Area Check,2026-04-04,Other
04.04.2026,260400197,2026-04-04 09:06:39,911 INVEST,1851 PINYON PL,911 Investigation,2026-04-04,Other
04.04.2026,260400198,2026-04-04 10:01:35,BATTERY IP/JO,2269 FOOTHILL BLVD; MCDONALDS,Battery In Progress / Just Occurred,2026-04-04,Battery
04.04.2026,260400199,2026-04-04 10:06:01,CODE H SUBJ,2090 FOOTHILL BLVD; STATER BROS,5150 Welfare and Institutions Code Subject,2026-04-04,Welfare/Assist
04.04.2026,260400200,2026-04-04 11:53:04,PDOBS,THIRD ST & B ST,Police Department Observed Suspicious Circumstances,2026-04-04,Suspicious Circumstances
04.04.2026,260400202,2026-04-04 13:27:05,TRAFFIC HAZARD,BONITA AVE & D ST,Traffic Hazard,2026-04-04,Traffic Enforcement
04.04.2026,260400203,2026-04-04 14:23:44,AREA CHECK,1600 FOOTHILL BLVD; VONS,Area Check,2026-04-04,Other
04.04.2026,260400204,2026-04-04 14:32:27,CODE H SUBJ,FAIRPLEX DR & PUDDINGSTONE DR,5150 Welfare and Institutions Code Subject,2026-04-04,Welfare/Assist
04.04.2026,260400205,2026-04-04 14:52:30,ILLEGAL PARKER,1758 ORANGEWOOD ST,Illegal Parking,2026-04-04,Parking
04.04.2026,260400206,2026-04-04 15:22:09,AREA CHECK,2462 FOOTHILL BLVD; TARGET,Area Check,2026-04-04,Other
04.04.2026,260400207,2026-04-04 15:31:42,AREA CHECK,B ST & BONITA AVE,Area Check,2026-04-04,Other
04.04.2026,260400213,2026-04-04 17:32:18,SOLICITOR,2330 FOOTHILL BLVD; TRADER JOES,Solicitor,2026-04-04,Trespass/Solicitor
04.04.2026,260400214,2026-04-04 20:43:03,TRAFFIC STOP,THIRD ST & C ST,Traffic Stop,2026-04-04,Traffic Stop
04.04.2026,260400220,2026-04-04 20:50:54,BARKING DOG,4639 FOX GLEN AVE,Barking Dog,2026-04-04,Animal
04.04.2026,260400215,2026-04-04 20:51:37,TRAFFIC STOP,B ST & BONITA AVE,Traffic Stop,2026-04-04,Traffic Stop
04.04.2026,260400216,2026-04-04 21:04:15,DISTURB PARTY,2120 DURANGO CT,Disturbance - Party,2026-04-04,Disturbance
04.04.2026,260400217,2026-04-04 21:05:32,DISTURB FIREWKS,2909 ARROW HWY #28,Disturbance - Fireworks,2026-04-04,Disturbance
04.04.2026,260400219,2026-04-04 21:59:56,WELFARE CHECK,CANYON VIEW DR & FOOTHILL BLVD,Welfare Check,2026-04-04,Welfare/Assist
04.04.2026,260400221,2026-04-04 22:29:04,TRAFFIC STOP,EMERALD AVE & BOWDOIN ST,Traffic Stop,2026-04-04,Traffic Stop
04.04.2026,260400222,2026-04-04 22:35:18,DISTURB PARTY,7310 CALLE ARAGON,Disturbance - Party,2026-04-04,Disturbance
04.04.2026,260400224,2026-04-04 23:37:01,SUSP VEHICLE,1509 FIRST ST,Suspicious Vehicle,2026-04-04,Suspicious Vehicle
04.05.2025,250400230,2025-04-05 00:31:22,911 INVEST,1701 EARHART CT; MARMAN INDUSTRIES,911 Investigation,2025-04-05,Other
04.05.2025,250400231,2025-04-05 01:21:30,SUSP VEHICLE,2595 MONO CIR,Suspicious Vehicle,2025-04-05,Suspicious Vehicle
04.05.2025,250400232,2025-04-05 02:33:31,TRAFFIC STOP,ARROW HWY & D ST,Traffic Stop,2025-04-05,Traffic Stop
04.05.2025,250400233,2025-04-05 03:02:55,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2025-04-05,Traffic Stop
04.05.2025,250400235,2025-04-05 04:25:36,PPI,4620 CANYON PARK LN,Impounded Vehicle Private Party,2025-04-05,Impound
04.05.2025,250400237,2025-04-05 07:34:37,TRAFFIC HAZARD,WHITE AVE & FIRST ST,Traffic Hazard,2025-04-05,Traffic Enforcement
04.05.2025,250400238,2025-04-05 08:03:37,WELFARE CHECK,2500 DAMIEN AVE # 207,Welfare Check,2025-04-05,Welfare/Assist
04.05.2025,250400239,2025-04-05 09:12:52,AREA CHECK,2009 SEVENTH ST,Area Check,2025-04-05,Other
04.05.2025,250400240,2025-04-05 09:51:28,ILLEGAL PARKER,5097 VIA DE MANSION,Illegal Parking,2025-04-05,Parking
04.05.2025,250400241,2025-04-05 09:58:29,911 INVEST,2073 WALNUT ST,911 Investigation,2025-04-05,Other
04.05.2025,250400242,2025-04-05 10:09:15,ILLEGAL PARKER,5097 VIA DE MANSION,Illegal Parking,2025-04-05,Parking
04.05.2025,250400245,2025-04-05 11:08:28,487 PC,1479 FOOTHILL BLVD; CVS; LOBBY,Grand Theft,2025-04-05,Grand Theft
04.05.2025,250400244,2025-04-05 11:12:11,TRAFFIC STOP,3960 FRUIT ST; LUTHERAN HIGH SCHOOL,Traffic Stop,2025-04-05,Traffic Stop
04.05.2025,250400246,2025-04-05 12:00:45,BATTERY IP/JO,FOOTHILL BLVD & CHELSEA DR,Battery In Progress / Just Occurred,2025-04-05,Battery
04.05.2025,250400248,2025-04-05 13:02:53,911 INVEST,2162 MADISON AVE,911 Investigation,2025-04-05,Other
04.05.2025,250400249,2025-04-05 13:49:15,DISTURB PERSON,2517 SLOAN DR,Disturbance - Person,2025-04-05,Disturbance
04.05.2025,250400250,2025-04-05 14:14:46,KEEP THE PEACE,4255 BRADFORD ST,Keep the Peace,2025-04-05,Welfare/Assist
04.05.2025,250400251,2025-04-05 14:14:48,PETTY THEFT RPT,2340 FOOTHILL BLVD; MARSHALLS,Petty Theft Report,2025-04-05,Petty Theft
04.05.2025,250400252,2025-04-05 14:54:48,THEFT MAIL,3881 CHELSEA DR,Mail Theft,2025-04-05,Theft
04.05.2025,250400255,2025-04-05 17:04:20,AREA CHECK,5001 VIA DE MANSION; HERITAGE PARK,Area Check,2025-04-05,Other
04.05.2025,250400254,2025-04-05 17:11:10,ILLEGAL PARKER,1444 BONITA AVE,Illegal Parking,2025-04-05,Parking
04.05.2025,250400258,2025-04-05 19:16:18,AREA CHECK,2098 FOOTHILL BLVD; IN N OUT,Area Check,2025-04-05,Other
04.05.2025,250400259,2025-04-05 21:03:15,DISTURB SUBJS,1604 FOOTHILL BLVD; VONS GAS,Disturbance - Subjects,2025-04-05,Disturbance
04.05.2025,250400260,2025-04-05 21:16:42,TC HR NON INJ,WHEELER AVE & ARROW HWY,Traffic Collision Hit and Run - Non Injuries,2025-04-05,Traffic Collision
04.05.2025,250400263,2025-04-05 22:14:29,459PC VEH/BURG,1950 FOOTHILL BLVD; EDWARDS THEATER,Vehicle Burglary,2025-04-05,Burglary
04.05.2025,250400265,2025-04-05 22:20:28,911 INVEST,2327 SIXTH ST,911 Investigation,2025-04-05,Other
04.05.2025,250400266,2025-04-05 22:29:57,SUSP SUBJ,FIFTH ST & B ST,Suspicious Subjects,2025-04-05,Suspicious Subjects
04.05.2025,250400267,2025-04-05 23:34:55,TRAFFIC STOP,3960 FRUIT ST; LUTHERAN HIGH SCHOOL,Traffic Stop,2025-04-05,Traffic Stop
04.05.2026,260400225,2026-04-05 00:08:24,TRAFFIC STOP,"WHITE AVE & FOOTHILL BLVD, LAV, 91750",Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400227,2026-04-05 00:18:52,DISTURB PARTY,7310 CALLE ARAGON,Disturbance - Party,2026-04-05,Disturbance
04.05.2026,260400229,2026-04-05 01:05:25,SUSP SUBJ,THIRD ST & F ST,Suspicious Subjects,2026-04-05,Suspicious Subjects
04.05.2026,260400230,2026-04-05 01:50:51,PDOBS,FOOTHILL BLVD & MORENO AVE,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400231,2026-04-05 02:10:15,PDOBS,2355 ARROW HWY; METRO GOLD LINE STATION,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400233,2026-04-05 02:49:25,ASSIST AGENCY,150 GLENDORA AVE,Assist Other Agency,2026-04-05,Welfare/Assist
04.05.2026,260400235,2026-04-05 03:24:15,ASSIST AGENCY,150 GLENDORA AVE,Assist Other Agency,2026-04-05,Welfare/Assist
04.05.2026,260400237,2026-04-05 04:09:37,PDOBS,FOOTHILL BLVD & D ST,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400239,2026-04-05 04:26:14,PDOBS,TOWNE CENTER DR & FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400240,2026-04-05 05:01:03,ILLEGAL PARKER,E ST & THIRD ST,Illegal Parking,2026-04-05,Parking
04.05.2026,260400242,2026-04-05 07:42:38,AREA CHECK,5045 WHEELER AVE,Area Check,2026-04-05,Other
04.05.2026,260400243,2026-04-05 08:28:54,DRUG ACTIVITY,THIRD ST & I ST,Drug Activity,2026-04-05,Drug/Alcohol
04.05.2026,260400244,2026-04-05 08:45:46,TRAFFIC STOP,GAREY AND FOOTHILL,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400245,2026-04-05 09:15:59,DISTURB PERSON,BLOSSOM LN & PALOMARES AVE,Disturbance - Person,2026-04-05,Disturbance
04.05.2026,260400246,2026-04-05 10:10:28,AREA CHECK,1945 FOOTHILL BLVD; LESLIES POOL SUPPLIES,Area Check,2026-04-05,Other
04.05.2026,260400247,2026-04-05 10:28:54,911 INVEST,2688 POLARIS WAY,911 Investigation,2026-04-05,Other
04.05.2026,260400248,2026-04-05 10:55:23,CITIZEN ASST,2909 ARROW HWY #28,Citizen Assist,2026-04-05,Welfare/Assist
04.05.2026,260400250,2026-04-05 12:36:19,TRAFFIC STOP,1401 FOOTHILL BLVD; TACO BELL,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400251,2026-04-05 12:44:13,TRAFFIC STOP,ARROW AND FAIR,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400252,2026-04-05 12:55:23,TRAFFIC STOP,BONITA AVE & F ST,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400253,2026-04-05 13:05:39,CODE H SUBJ,2229 FOOTHILL BLVD #100; KOHLS,5150 Welfare and Institutions Code Subject,2026-04-05,Welfare/Assist
04.05.2026,260400254,2026-04-05 13:22:42,PDOBS,"TOWNE CENTER DR & WHITE AVE, LAV, 91750",Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400255,2026-04-05 13:30:49,TRAFFIC STOP,1400 ARROW HWY,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400257,2026-04-05 13:48:38,PDOBS,FOOTHILL BLVD & CHELSEA DR,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400258,2026-04-05 13:50:04,TRAFFIC STOP,D ST & BONITA AVE,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400259,2026-04-05 14:16:48,TRAFFIC STOP,WALNUT ST & FAIRPLEX DR,Traffic Stop,2026-04-05,Traffic Stop
04.05.2026,260400260,2026-04-05 14:26:07,PDOBS,1473 FOOTHILL BLVD; REBIRTH GYM,Police Department Observed Suspicious Circumstances,2026-04-05,Suspicious Circumstances
04.05.2026,260400261,2026-04-05 14:35:37,BIKE TRAFFIC,ARROW HWY & D ST,Bicycle Traffic Stop,2026-04-05,Traffic Enforcement
04.05.2026,260400262,2026-04-05 14:39:29,AREA CHECK,3175 BOLLING AVE; LAS FLORES PARK,Area Check,2026-04-05,Other
04.05.2026,260400263,2026-04-05 14:58:14,GTA LOCATED,FAIRPLEX AND GILLETTE,Stolen Vehicle Located,2026-04-05,Grand Theft
04.05.2026,260400265,2026-04-05 15:54:40,FIGHT IP/JO,1950 FOOTHILL BLVD; EDWARDS THEATER,Fight In Progress / Just Occurred,2026-04-05,Fight
